label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so1084	seq.12820.1	GRB2-related adapter protein	GRAP	Q13588	10750	GRAP	Human
x0so1085	seq.12821.6	NACHT, LRR and PYD domains-containing protein 10	NAL10	Q86W26	338322	NLRP10	Human
x0so1086	seq.12822.34	Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1	APBB1:PID 1	O00213	322	APBB1	Human
x0so1087	seq.12825.18	DCC-interacting protein 13-alpha	DP13A	Q9UKG1	26060	APPL1	Human
x0so1088	seq.12826.5	Sodium/iodide cotransporter	SC5A5	Q92911	6528	SLC5A5	Human
x0so1089	seq.12827.37	Regulator of G-protein signaling 3	RGS3	P49796	5998	RGS3	Human
x0so1090	seq.12830.4	Histone deacetylase complex subunit SAP18	SAP18	O00422	10284	SAP18	Human
x0so1091	seq.12831.21	Calcineurin B homologous protein 3	TESC	Q96BS2	54997	TESC	Human
x0so1092	seq.12832.10	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L	Q9UBL3	9070	ASH2L	Human
x0so1093	seq.12834.3	Potassium voltage-gated channel subfamily F member 1	KCNF1	Q9H3M0	3754	KCNF1	Human
x0so1094	seq.12835.101	Pyrin domain-containing protein 1	PYDC1	Q8WXC3	260434	PYDC1	Human
x0so1095	seq.12838.28	Dual specificity protein phosphatase 15	DUS15	Q9H1R2	128853	DUSP15	Human
x0so1096	seq.12842.43	Syntaxin-10	STX10	O60499	8677	STX10	Human
x0so1097	seq.12843.6	Zinc finger protein 410	ZN410	Q86VK4	57862	ZNF410	Human
x0so1098	seq.12844.10	BAG family molecular chaperone regulator 4	BAG4	O95429	9530	BAG4	Human
x0so1099	seq.12845.18	Sorting nexin-17	SNX17	Q15036	9784	SNX17	Human
x0so1100	seq.12846.3	F-box/LRR-repeat protein 5	FBXL5	Q9UKA1	26234	FBXL5	Human
x0so1101	seq.12847.27	mRNA-capping enzyme	MCE1	O60942	8732	RNGTT	Human
x0so1102	seq.12848.9	Rho guanine nucleotide exchange factor 2	ARHG2	Q92974	9181	ARHGEF2	Human
x0so1103	seq.12849.25	GSK3-beta interaction protein	GSKIP	Q9P0R6	51527	GSKIP	Human
x0so1104	seq.12851.5	DNA-directed DNA/RNA polymerase mu	DPOLM	Q9NP87	27434	POLM	Human
x0so1105	seq.12853.112	Tropomodulin-2	TMOD2	Q9NZR1	29767	TMOD2	Human
x0so1106	seq.12854.3	Transcriptional enhancer factor TEF-5	TEAD3	Q99594	7005	TEAD3	Human
x0so1107	seq.12855.16	Cas scaffolding protein family member 4	CT032	Q9NQ75	57091	CASS4	Human
x0so1108	seq.12856.14	Transmembrane protein 237	TM237	Q96Q45	65062	TMEM237	Human
x0so1109	seq.12859.33	Enoyl-CoA delta isomerase 2, mitochondrial	PECI	O75521	10455	ECI2	Human
x0so1110	seq.12860.7	cAMP-regulated phosphoprotein 21	cAMP-regulated phosphoprotein 21	Q9UBL0	10777	ARPP21	Human
x0so1111	seq.12861.13	Tropomodulin-3	TMOD3	Q9NYL9	29766	TMOD3	Human
x0so1112	seq.12862.14	Enhancer of filamentation 1	CASL	Q14511	4739	NEDD9	Human
x0so1113	seq.12864.9	Magnesium transporter NIPA4	NIPA4	Q0D2K0	348938	NIPAL4	Human
x0so1114	seq.12867.40	Dynein light chain Tctex-type 3	DYLT3	P51808	6990	DYNLT3	Human
x0so1115	seq.12869.68	Probable ATP-dependent RNA helicase DDX6	DDX6	P26196	1656	DDX6	Human
x0so1116	seq.12871.10	Twinfilin-1	TWF1	Q12792	5756	TWF1	Human
x0so1117	seq.12872.35	Cyclic nucleotide-gated olfactory channel	CNGA2	Q16280	1260	CNGA2	Human
x0so1118	seq.12873.11	Leukosialin	LEUK	P16150	6693	SPN	Human
x0so1119	seq.12875.28	Ubiquitin domain-containing protein 2	UBTD2	Q8WUN7	92181	UBTD2	Human
x0so1120	seq.12876.39	Sperm flagellar protein 1	SPEF1	Q9Y4P9	25876	SPEF1	Human
x0so1121	seq.12878.60	Oxysterol-binding protein-related protein 11	OSB11	Q9BXB4	114885	OSBPL11	Human
x0so1122	seq.12879.5	Retinoblastoma-like protein 1	p107	P28749	5933	RBL1	Human
x0so1123	seq.12880.1	Synaptic vesicle glycoprotein 2A	SV2A	Q7L0J3	9900	SV2A	Human
x0so1124	seq.12881.17	Retinol dehydrogenase 16	RDH16	O75452	8608	RDH16	Human
x0so1125	seq.12882.7	Poly [ADP-ribose] polymerase 11	PAR11	Q9NR21	57097	PARP11	Human
x0so1126	seq.12885.42	Nuclear receptor subfamily 1 group D member 2	NR1D2	Q14995	9975	NR1D2	Human
x0so1127	seq.12888.18	Histone deacetylase complex subunit SAP30	SAP30	O75446	8819	SAP30	Human
x0so1128	seq.12891.1	MICAL-like protein 2	MILK2	Q8IY33	79778	MICALL2	Human
x0so1129	seq.12892.10	Synaptotagmin-like protein 1	SYTL1	Q8IYJ3	84958	SYTL1	Human
x0so1130	seq.12893.159	Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 2	IP16:HIN 2	Q16666	3428	IFI16	Human
x0so1131	seq.12894.3	PAX-interacting protein 1	PAXI1	Q6ZW49	22976	PAXIP1	Human
x0so1132	seq.12895.28	Diacylglycerol kinase beta	DGKB	Q9Y6T7	1607	DGKB	Human
x0so1135	seq.12904.180	cubilin	cubilin	O60494	8029	CUBN	Human
x0so1139	seq.12916.3	Protein p13 MTCP-1	MTCP1	P56278	4515	MTCP1	Human
x0so1141	seq.12923.51	Keratin, type I cytoskeletal 17	Keratin 17	Q04695	3872	KRT17	Human
x0so1142	seq.12925.105	Axin-2	AXIN2	Q9Y2T1	8313	AXIN2	Human
x0so1143	seq.12931.16	Mineralocorticoid receptor	MCR	P08235	4306	NR3C2	Human
x0so1144	seq.12933.17	Ecto-NOX disulfide-thiol exchanger 1	ENOX1	Q8TC92	55068	ENOX1	Human
x0so1145	seq.12934.1	E3 ISG15--protein ligase HERC5	HERC5	Q9UII4	51191	HERC5	Human
x0so1146	seq.12936.38	Retinaldehyde-binding protein 1	RLBP1	P12271	6017	RLBP1	Human
x0so1147	seq.12939.1	DNA-directed RNA polymerases I and III subunit RPAC1	RPAC1	O15160	9533	POLR1C	Human
x0so1148	seq.12940.35	Aldehyde dehydrogenase family 3 member B1	AL3B1	P43353	221	ALDH3B1	Human
x0so1150	seq.12945.33	Ras-related protein Rab-18	RAB18	Q9NP72	22931	RAB18	Human
x0so1151	seq.12954.71	Peroxisome proliferator-activated receptor alpha	PPARa	Q07869	5465	PPARA	Human
x0so1152	seq.12956.40	KIF1-binding protein	KBP	Q96EK5	26128	KIFBP	Human
x0so1153	seq.12957.62	Cytochrome b-c1 complex subunit 7	UCR6	P14927	7381	UQCRB	Human
x0so1155	seq.12960.9	Glucokinase	HXK4	P35557	2645	GCK	Human
x0so1156	seq.12963.1	Protein GPR107	GP107	Q5VW38	57720	GPR107	Human
x0so1157	seq.12968.2	Cysteine and glycine-rich protein 2	CSRP2	Q16527	1466	CSRP2	Human
x0so1158	seq.12970.35	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	Q9NUL3	27067	STAU2	Human
x0so1159	seq.12975.11	Keratin, type I cytoskeletal 20	Keratin 20	P35900	54474	KRT20	Human
x0so1160	seq.12976.49	Vinexin b	Vinexin b	O60504	10174	SORBS3	Human
x0so1161	seq.12980.31	Pre-mRNA-splicing factor RBM22	RBM22	Q9NW64	55696	RBM22	Human
x0so1162	seq.12986.12	Protein lin-7 homolog C	LIN7C	Q9NUP9	55327	LIN7C	Human
x0so1163	seq.12987.12	Serine/arginine-rich splicing factor 7	SRSF7	Q16629	6432	SRSF7	Human
x0so1164	seq.12988.49	RNA-binding protein EWS	EWS	Q01844	2130	EWSR1	Human
x0so1165	seq.12990.39	Mitogen-activated protein kinase kinase kinase 3	MAP3K3	Q99759	4215	MAP3K3	Human
x0so1166	seq.12991.49	Cullin-9	CUL9	Q8IWT3	23113	CUL9	Human
x0so1167	seq.12993.21	Nuclear protein localization protein 4 homolog	NPL4	Q8TAT6	55666	NPLOC4	Human
x0so1168	seq.13007.66	Epididymal-specific lipocalin-10	LCN10	Q6JVE6	414332	LCN10	Human
x0so1169	seq.13011.20	40S ribosomal protein S10	RS10	P46783	6204	RPS10	Human
x0so1170	seq.13013.41	E3 ubiquitin-protein ligase parkin	PRKN2	O60260	5071	PRKN	Human
x0so1172	seq.13022.20	Tumor protein p53-inducible protein 11	P5I11	O14683	9537	TP53I11	Human
x0so1174	seq.13025.4	Fibroblast growth factor receptor substrate 2	FRS2	Q8WU20	10818	FRS2	Human
x0so1175	seq.13027.20	Chromobox protein homolog 7	CBX7	O95931	23492	CBX7	Human
x0so1177	seq.13032.1	Beclin-1	BECN1	Q14457	8678	BECN1	Human
x0so1178	seq.13039.1	Nuclear inhibitor of protein phosphatase 1	PP1R8	Q12972	5511	PPP1R8	Human
x0so1179	seq.13041.47	TNF receptor-associated factor 4	TRAF4	Q9BUZ4	9618	TRAF4	Human
x0so1180	seq.13042.7	Potassium voltage-gated channel subfamily A member 10	KCA10	Q16322	3744	KCNA10	Human
x0so1181	seq.13043.157	ATPase family AAA domain-containing protein 2	ATAD2	Q6PL18	29028	ATAD2	Human
x0so1182	seq.13044.5	Tumor susceptibility gene 101 protein	TS101	Q99816	7251	TSG101	Human
x0so1183	seq.13053.6	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)	S6A14	Q9UN76	11254	SLC6A14	Human
x0so1184	seq.13054.87	Profilin-2	Profilin II	P35080	5217	PFN2	Human
x0so1185	seq.13055.53	PH and SEC7 domain-containing protein 1	PSD1	A5PKW4	5662	PSD	Human
x0so1186	seq.13056.18	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	S6A16	Q9GZN6	28968	SLC6A16	Human
x0so1187	seq.13059.33	Riboflavin kinase	RIFK	Q969G6	55312	RFK	Human
x0so1188	seq.13062.4	Glia maturation factor gamma	GMFG	O60234	9535	GMFG	Human
x0so1189	seq.13066.42	Enhancer of mRNA-decapping protein 4	EDC4	Q6P2E9	23644	EDC4	Human
x0so1190	seq.13067.5	cGMP-dependent protein kinase 1, beta isozyme	KGP1B	Q13976	5592	PRKG1	Human
x0so1191	seq.13068.139	Copper chaperone for superoxide dismutase	CCS	O14618	9973	CCS	Human
x0so1192	seq.13073.14	Acidic leucine-rich nuclear phosphoprotein 32 family member A	AN32A	P39687	8125	ANP32A	Human
x0so1193	seq.13076.4	Fragile X mental retardation syndrome-related protein 1	FXR1	P51114	8087	FXR1	Human
x0so1194	seq.13078.3	Centrin-2	CETN2	P41208	1069	CETN2	Human
x0so1195	seq.13082.9	Protein unc-45 homolog A	UN45A	Q9H3U1	55898	UNC45A	Human
x0so1196	seq.13083.18	Valine--tRNA ligase	SYVC	P26640	7407	VARS1	Human
x0so1197	seq.13085.18	Glucagon-like peptide 1 receptor:Cytoplasmic domain	GLP1R:CD	P43220	2740	GLP1R	Human
x0so1198	seq.13088.397	Betacellulin	BTC	P35070	685	BTC	Human
x0so1199	seq.13089.6	Hypoxia-inducible factor 1-alpha	HIF-1a	Q16665	3091	HIF1A	Human
x0so1200	seq.13090.17	Protein S100-A6	S100A6	P06703	6277	S100A6	Human
x0so1201	seq.13093.6	Secreted and transmembrane protein 1	SECTM1	Q8WVN6	6398	SECTM1	Human
x0so1202	seq.13094.75	R-spondin-3	RSPO3	Q9BXY4	84870	RSPO3	Human
x0so1203	seq.13095.51	Lithostathine-1-alpha	PSP	P05451	5967	REG1A	Human
x0so1204	seq.13097.11	Bcl-2-like protein 2	Apoptosis regulator Bcl-W	Q92843	599	BCL2L2	Human
x0so1205	seq.13098.93	Vascular endothelial growth factor D	VEGF-D	O43915	2277	VEGFD	Human
x0so1206	seq.13101.60	Sclerostin	SOST	Q9BQB4	50964	SOST	Human
x0so1207	seq.13102.1	Protein FAM3D	FAM3D	Q96BQ1	131177	FAM3D	Human
x0so1208	seq.13103.125	Chorionic somatomammotropin hormone	CSH	P0DML2|P0DML3	1442|1442	CSH1|CSH2	Human
x0so1209	seq.13104.32	Ephrin-B1	EFNB1	P98172	1947	EFNB1	Human
x0so1210	seq.13105.7	Synaptosomal-associated protein 25	SNP25	P60880	6616	SNAP25	Human
x0so1211	seq.13107.9	Ly6/PLAUR domain-containing protein 3	LYPD3	O95274	27076	LYPD3	Human
x0so1212	seq.13109.82	Neuronal growth regulator 1	NEGR1	Q7Z3B1	257194	NEGR1	Human
x0so1213	seq.13111.79	B-cell lymphoma 6 protein	BCL6	P41182	604	BCL6	Human
x0so1214	seq.13112.179	Follistatin-related protein 1	FSTL1	Q12841	11167	FSTL1	Human
x0so1215	seq.13113.7	Osteopontin	Osteopontin	P10451	6696	SPP1	Human
x0so1216	seq.13114.50	Lumican	Lumican	P51884	4060	LUM	Human
x0so1217	seq.13116.25	CD177 antigen	CD177	Q8N6Q3	57126	CD177	Human
x0so1218	seq.13117.232	Choline/ethanolamine kinase	CHKB	Q9Y259	1120	CHKB	Human
x0so1219	seq.13118.5	SPARC-related modular calcium-binding protein 1	SMOC1	Q9H4F8	64093	SMOC1	Human
x0so1220	seq.13119.26	Protein Z-dependent protease inhibitor	protein Z inhibitor	Q9UK55	51156	SERPINA10	Human
x0so1221	seq.13122.19	Leucine-rich repeat transmembrane protein FLRT2	FLRT2	O43155	23768	FLRT2	Human
x0so1222	seq.13123.3	Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain	FLRT3:ECD	Q9NZU0	23767	FLRT3	Human
x0so1223	seq.13124.20	Immunoglobulin superfamily containing leucine-rich repeat protein 2	ISLR2	Q6UXK2	57611	ISLR2	Human
x0so1224	seq.13125.45	Vitronectin	Vitronectin	P04004	7448	VTN	Human
x0so1225	seq.13126.52	Desmocollin-2	DSC2	Q02487	1824	DSC2	Human
x0so1226	seq.13129.40	Low-density lipoprotein receptor	LDLR	P01130	3949	LDLR	Human
x0so1227	seq.13130.150	Hexokinase-2	HXK2	P52789	3099	HK2	Human
x0so1228	seq.13131.5	Hexokinase-1	HXK1	P19367	3098	HK1	Human
x0so1229	seq.13132.14	Semaphorin-5A	SEM5A	Q13591	9037	SEMA5A	Human
x0so1230	seq.13133.73	Latent-transforming growth factor beta-binding protein 4	LTBP4	Q8N2S1	8425	LTBP4	Human
x0so1231	seq.13228.75	E3 ubiquitin-protein ligase Mdm2	MDM2	Q00987	4193	MDM2	Human
x0so1232	seq.13229.20	Protein Mdm4	MDM4	O15151	4194	MDM4	Human
x0so1233	seq.13230.174	Ig gamma-2, Kappa	IgG2, Kappa	P01859	3501	IGHG2	Human
x0so1234	seq.13231.90	Ig gamma-4, Kappa	IgG4, Kappa	P01861	3503	IGHG4	Human
x0so1235	seq.13236.25	Protein Wnt-3a	WNT3A	P56704	89780	WNT3A	Human
x0so1236	seq.13240.170	SH3 and multiple ankyrin repeat domains protein 1	SHAN1	Q9Y566	50944	SHANK1	Human
x0so1237	seq.13242.134	SH3 and multiple ankyrin repeat domains protein 3	SHAN3	Q9BYB0		SHANK3	Human
x0so1238	seq.13256.21	SH3 and multiple ankyrin repeat domains protein 1	SHAN1	Q9Y566	50944	SHANK1	Human
x0so1239	seq.13268.45	Protein Wnt-5a	WNT5A	P41221	7474	WNT5A	Human
x0so1240	seq.13374.4	Beta-defensin 113	DB113	Q30KQ7	245927	DEFB113	Human
x0so1241	seq.13375.48	Synaptogyrin-3	SNG3	O43761	9143	SYNGR3	Human
x0so1242	seq.13377.3	Cytochrome b561 domain-containing protein 1	C56D1	Q8N8Q1	284613	CYB561D1	Human
x0so1243	seq.13378.80	Glutaredoxin-like protein C5orf63	YD286	A6NC05	401207	C5orf63	Human
x0so1244	seq.13381.49	Beta-1,4-galactosyltransferase 1	B4GT1	P15291	2683	B4GALT1	Human
x0so1245	seq.13384.110	Fumarate hydratase, mitochondrial	FUMH	P07954	2271	FH	Human
x0so1246	seq.13386.248	E3 ubiquitin-protein ligase RNF34	RNF34	Q969K3	80196	RNF34	Human
x0so1247	seq.13387.55	ETS homologous factor	EHF	Q9NZC4	26298	EHF	Human
x0so1248	seq.13388.57	Neuroendocrine convertase 1	NEC1	P29120	5122	PCSK1	Human
x0so1250	seq.13392.13	Sodium/potassium-transporting ATPase subunit beta-1	AT1B1	P05026	481	ATP1B1	Human
x0so1251	seq.13393.46	Derlin-1	DERL1	Q9BUN8	79139	DERL1	Human
x0so1252	seq.13397.88	Beta-defensin 4A	HBD-2	O15263	100289462	DEFB4A	Human
x0so1253	seq.13399.33	RELT-like protein 1	RELL1	Q8IUW5	768211	RELL1	Human
x0so1254	seq.13403.5	ETS translocation variant 5	ETV5	P41161	2119	ETV5	Human
x0so1255	seq.13405.61	Serine protease inhibitor Kazal-type 2	ISK2	P20155	6691	SPINK2	Human
x0so1256	seq.13406.161	CMRF35-like molecule 6	CLM6	Q08708	10871	CD300C	Human
x0so1257	seq.13408.23	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFKN2	Q8TEU8	124857	WFIKKN2	Human
x0so1259	seq.13411.21	E3 ubiquitin-protein ligase NRDP1	RNF41	Q9H4P4	10193	RNF41	Human
x0so1260	seq.13412.5	WAP four-disulfide core domain protein 6	WFDC6	Q9BQY6	140870	WFDC6	Human
x0so1261	seq.13416.8	Transmembrane protein 132D	T132D	Q14C87	121256	TMEM132D	Human
x0so1262	seq.13421.17	Protein kish-B	KISHB	Q9NRX6	56900	TMEM167B	Human
x0so1263	seq.13422.66	Ecto-NOX disulfide-thiol exchanger 2	ENOX2	Q16206	10495	ENOX2	Human
x0so1264	seq.13423.94	Redox-regulatory protein FAM213A	CJ058	Q9BRX8	84293	PRXL2A	Human
x0so1266	seq.13427.66	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC	MA1C1	Q9NR34	57134	MAN1C1	Human
x0so1267	seq.13429.3	WAP four-disulfide core domain protein 10A	WF10A	Q9H1F0	140832	WFDC10A	Human
x0so1268	seq.13430.50	Urea transporter 1	UT1	Q13336	6563	SLC14A1	Human
x0so1269	seq.13431.74	Membrane protein FAM159A	F159A	Q6UWV7	348378	SHISAL2A	Human
x0so1270	seq.13432.9	Protrudin:Cytoplasmic domain, region 1, isoform 6	ZFY27:CD region 1	Q5T4F4	118813	ZFYVE27	Human
x0so1271	seq.13434.172	Alpha-parvin	PARVA	Q9NVD7	55742	PARVA	Human
x0so1272	seq.13435.31	Interleukin-20 receptor subunit beta	IL-20 Rb	Q6UXL0	53833	IL20RB	Human
x0so1273	seq.13436.54	Myc-associated zinc finger protein	MAZ	P56270	4150	MAZ	Human
x0so1274	seq.13438.115	Chordin	CHRD	Q9H2X0	8646	CHRD	Human
x0so1275	seq.13439.6	IQ domain-containing protein F3	IQCF3	P0C7M6	401067	IQCF3	Human
x0so1276	seq.13441.30	Dixin	DIXC1	Q155Q3	85458	DIXDC1	Human
x0so1277	seq.13447.42	Shadow of prion protein	SPRN	Q5BIV9	503542	SPRN	Human
x0so1278	seq.13449.25	Splicing factor 3B subunit 4	SF3B4	Q15427	10262	SF3B4	Human
x0so1279	seq.13450.49	Ubiquitin carboxyl-terminal hydrolase 8	UBP8	P40818	9101	USP8	Human
x0so1280	seq.13451.2	Fibronectin type III domain-containing protein 4	FNDC4	Q9H6D8	64838	FNDC4	Human
x0so1281	seq.13452.113	Small integral membrane protein 13	SIM13	P0DJ93	221710	SMIM13	Human
x0so1282	seq.13453.2	39S ribosomal protein L33, mitochondrial	RM33	O75394	9553	MRPL33	Human
x0so1284	seq.13457.33	ETS-related transcription factor Elf-5	ELF5	Q9UKW6	2001	ELF5	Human
x0so1285	seq.13459.30	Torsin-4A	CI167	Q9NXH8	54863	TOR4A	Human
x0so1286	seq.13460.4	Chondroadherin	CHAD	O15335	1101	CHAD	Human
x0so1287	seq.13463.1	Peroxidasin homolog	PXDN	Q92626	7837	PXDN	Human
x0so1288	seq.13464.8	Nutritionally-regulated adipose and cardiac enriched protein homolog	NRAC	Q8N912	400258	NRAC	Human
x0so1289	seq.13465.5	Calcipressin-1	CCP1	P53805	1827	RCAN1	Human
x0so1290	seq.13468.5	Neuralized-like protein 4	NEUL4	Q96JN8	84461	NEURL4	Human
x0so1291	seq.13470.43	Parathyroid hormone/parathyroid hormone-related peptide receptor	PTH1R	Q03431	5745	PTH1R	Human
x0so1292	seq.13472.35	Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2	Q9H0R4	84064	HDHD2	Human
x0so1293	seq.13473.55	Inositol-trisphosphate 3-kinase A	IP3KA	P23677	3706	ITPKA	Human
x0so1294	seq.13474.40	Glutathione S-transferase kappa 1	GSTK1	Q9Y2Q3	373156	GSTK1	Human
x0so1295	seq.13475.10	Ubiquitin-conjugating enzyme E2 D4	UB2D4	Q9Y2X8	51619	UBE2D4	Human
x0so1296	seq.13476.16	DNA/RNA-binding protein KIN17	KIN17	O60870	22944	KIN	Human
x0so1297	seq.13477.65	Leukotriene B4 receptor 1	LT4R1	Q15722	1241	LTB4R	Human
x0so1298	seq.13479.8	Protein FAM171A2	F1712	A8MVW0	284069	FAM171A2	Human
x0so1299	seq.13481.24	Transcription elongation factor A protein 2	TCEA2	Q15560	6919	TCEA2	Human
x0so1300	seq.13482.14	CCR4-NOT transcription complex subunit 1	CNOT1	A5YKK6	23019	CNOT1	Human
x0so1301	seq.13484.69	Collagen alpha-1(I) chain:N-term propeptide	CO1A1:N-term propeptide	P02452	1277	COL1A1	Human
x0so1302	seq.13485.20	Transmembrane protein 87B	TM87B	Q96K49	84910	TMEM87B	Human
x0so1303	seq.13486.9	Polycystin-2:Cytoplasmic domain 1	PKD2:CD 1	Q13563	5311	PKD2	Human
x0so1304	seq.13487.24	Protein unc-93 homolog B1	UN93B	Q9H1C4	81622	UNC93B1	Human
x0so1305	seq.13488.3	Arfaptin-1	ARFP1	P53367	27236	ARFIP1	Human
x0so1306	seq.13490.1	MAGUK p55 subfamily member 6	MPP6	Q9NZW5	51678	MPP6	Human
x0so1307	seq.13491.40	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta	PDE6D	O43924	5147	PDE6D	Human
x0so1308	seq.13492.44	Stress-70 protein, mitochondrial	HSPA9B	P38646	3313	HSPA9	Human
x0so1309	seq.13493.5	Glutamate receptor ionotropic, delta-1	GRID1	Q9ULK0	2894	GRID1	Human
x0so1310	seq.13494.6	Ceramide synthase 5	CERS5	Q8N5B7	91012	CERS5	Human
x0so1311	seq.13495.48	Hydroxycarboxylic acid receptor 2	HCAR2	Q8TDS4	338442	HCAR2	Human
x0so1312	seq.13496.19	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMCS1	Q01581	3157	HMGCS1	Human
x0so1313	seq.13497.34	Eukaryotic translation initiation factor 3 subunit J	EIF3J	O75822	8669	EIF3J	Human
x0so1314	seq.13498.1	Inositol oxygenase	MIOX	Q9UGB7	55586	MIOX	Human
x0so1315	seq.13499.30	Coagulation Factor VIII	Coagulation Factor VIII	P00451	2157	F8	Human
x0so1317	seq.13501.10	Solute carrier family 35 member G2	S35G2	Q8TBE7	80723	SLC35G2	Human
x0so1318	seq.13502.2	Sodium-independent sulfate anion transporter	S2611	Q86WA9	284129	SLC26A11	Human
x0so1319	seq.13503.19	PRA1 family protein 3	PRAF3	O75915	10550	ARL6IP5	Human
x0so1320	seq.13504.147	Heterogeneous nuclear ribonucleoprotein R	HNRPR	O43390	10236	HNRNPR	Human
x0so1321	seq.13506.10	tRNA-dihydrouridine(20) synthase [NAD(P)+]-like	DUS2L	Q9NX74	54920	DUS2	Human
x0so1322	seq.13507.51	Tumor necrosis factor receptor type 1-associated DEATH domain protein	TRADD	Q15628	8717	TRADD	Human
x0so1323	seq.13509.5	Secretory carrier-associated membrane protein 5	SCAM5	Q8TAC9	192683	SCAMP5	Human
x0so1324	seq.13510.7	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	AT2A3	Q93084	489	ATP2A3	Human
x0so1325	seq.13511.29	DNA-binding protein SATB1	SATB1	Q01826	6304	SATB1	Human
x0so1326	seq.13512.28	Heterogeneous nuclear ribonucleoprotein R	HNRPR	O43390	10236	HNRNPR	Human
x0so1327	seq.13513.174	E3 SUMO-protein ligase PIAS3	PIAS3	Q9Y6X2	10401	PIAS3	Human
x0so1328	seq.13514.121	Ras-related protein Rab-35	Rab-1C	Q15286	11021	RAB35	Human
x0so1329	seq.13515.8	Regulation of nuclear pre-mRNA domain-containing protein 1A	RPR1A	Q96P16	55197	RPRD1A	Human
x0so1330	seq.13516.46	ER membrane protein complex subunit 4	TMM85	Q5J8M3	51234	EMC4	Human
x0so1331	seq.13517.3	Patched domain-containing protein 3	PTHD3	Q3KNS1	374308	PTCHD3	Human
x0so1332	seq.13518.5	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	ASAP2	O43150	8853	ASAP2	Human
x0so1333	seq.13519.112	Rho guanine nucleotide exchange factor 25	ARHGP	Q86VW2	115557	ARHGEF25	Human
x0so1334	seq.13522.20	Visinin-like protein 1	VISL1	P62760	7447	VSNL1	Human
x0so1335	seq.13524.25	Heparan-sulfate 6-O-sulfotransferase 2	H6ST2	Q96MM7	90161	HS6ST2	Human
x0so1336	seq.13525.17	Potassium voltage-gated channel subfamily G member 4	KCNG4	Q8TDN1	93107	KCNG4	Human
x0so1337	seq.13526.5	Lupus La protein:RNA recognition motif	LA:RRM	P05455	6741	SSB	Human
x0so1338	seq.13529.39	Nucleosome assembly protein 1-like 2	NP1L2	Q9ULW6	4674	NAP1L2	Human
x0so1339	seq.13530.5	Urotensin-2 receptor	UR2R	Q9UKP6	2837	UTS2R	Human
x0so1340	seq.13532.25	Nuclear envelope phosphatase-regulatory subunit 1	NEPR1	Q8N9A8	255919	CNEP1R1	Human
x0so1341	seq.13534.20	Myomesin-2	MYOM2	P54296	9172	MYOM2	Human
x0so1342	seq.13535.2	Collagen type IV alpha-3-binding protein:PH domain	C43BP:PH domain	Q9Y5P4	10087	CERT1	Human
x0so1343	seq.13536.56	DNA polymerase iota	POLI	Q9UNA4	11201	POLI	Human
x0so1344	seq.13539.131	Small conductance calcium-activated potassium channel protein 1	KCNN1	Q92952	3780	KCNN1	Human
x0so1345	seq.13540.1	G-protein coupled receptor 26	GPR26	Q8NDV2	2849	GPR26	Human
x0so1346	seq.13541.1	Myc target protein 1	MYCT1	Q8N699	80177	MYCT1	Human
x0so1347	seq.13543.7	Prostaglandin reductase 1	LTB4DH	Q14914	22949	PTGR1	Human
x0so1348	seq.13544.9	Rho GTPase-activating protein 45	HMHA1	Q92619	23526	ARHGAP45	Human
x0so1349	seq.13545.97	Probable RNA-binding protein EIF1AD	EIF1A	Q8N9N8	84285	EIF1AD	Human
x0so1350	seq.13547.5	5-hydroxytryptamine receptor 7	5HT7R	P34969	3363	HTR7	Human
x0so1351	seq.13548.53	Phosphatidate phosphatase PPAPDC1A	PPC1A	Q5VZY2	196051	PLPP4	Human
x0so1352	seq.13549.15	Disintegrin and metalloproteinase domain-containing protein 29	ADA29	Q9UKF5	11086	ADAM29	Human
x0so1353	seq.13552.7	Switch-associated protein 70	SWP70	Q9UH65	23075	SWAP70	Human
x0so1354	seq.13553.4	DCN1-like protein 3	DCNL3	Q8IWE4	123879	DCUN1D3	Human
x0so1355	seq.13554.78	Replication initiator 1	REPI1	Q9BWE0	29803	REPIN1	Human
x0so1356	seq.13556.28	5-hydroxytryptamine receptor 2A	5HT2A	P28223	3356	HTR2A	Human
x0so1357	seq.13557.3	Nectin-3	Nectin 3	Q9NQS3	25945	NECTIN3	Human
x0so1358	seq.13561.5	5-hydroxytryptamine receptor 6	5HT6R	P50406	3362	HTR6	Human
