symbol	CHROM	start_grch37	end_grch37	label	unit	type	min	max	missing	description	long_description	AptName	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	Organism	Units	Type	Dilution	ColCheck	cv_qc	cv_qc_chris	Dratio	eLOD	EntrezGeneSymbol
2078	ESM1	5	54273692	54318499	x0so5224	NA	float	213.3	32432.1	-89	seq.3805.16	Endothelial cell-specific molecule 1	seq.3805.16	3805-16	2	SL010458	Endothelial cell-specific molecule 1	Endocan	Q9NQ30	11082	Human	RFU	Protein	20	PASS	0.0353295072699192	0.0407931894551464	0.175270162580314	496.9835	NA
2079	ESRP1	8	95653302	95719694	x0so7005	NA	float	313	13966.5	-89	seq.8828.21	Epithelial splicing regulatory protein 1	seq.8828.21	8828-21	3	SL018672	Epithelial splicing regulatory protein 1	ESRP1	Q6NXG1	54845	Human	RFU	Protein	20	PASS	0.0283330591790614	0.0374836550242435	0.276378189610851	670.95825	NA
2080	ESRRA	11	64073044	64084215	x0so7551	NA	float	130.6	35820.5	-89	seq.9873.17	Steroid hormone receptor ERR1	seq.9873.17	9873-17	3	SL003804	Steroid hormone receptor ERR1	ERRalpha	P11474	2101	Human	RFU	Protein	20	PASS	0.0274498752728626	0.0399152845059567	0.164403737358564	294.9819	NA
2081	ETFA	15	76507696	76603813	x0so2173	NA	float	238.3	155108.7	-89	seq.17435.43	Electron transfer flavoprotein subunit alpha, mitochondrial	seq.17435.43	17435-43	3	SL008038	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	P13804	2108	Human	RFU	Protein	20	PASS	0.0658390760089973	0.087775794929852	0.309083406227352	774.22915	NA
2082	ETHE1	19	44010871	44031396	x0so5249	NA	float	98.4	113081.2	-89	seq.3847.56	Persulfide dioxygenase ETHE1, mitochondrial	seq.3847.56	3847-56	2	SL011532	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	O95571	23474	Human	RFU	Protein	20	PASS	0.0427061787537293	0.0455924583772561	0.14463657474765	216.706	NA
2083	ETNK1	12	22778009	22843599	x0so6811	NA	float	208.5	30269.1	-89	seq.8328.9	Ethanolamine kinase 1	seq.8328.9	8328-9	3	SL018489	Ethanolamine kinase 1	EKI1	Q9HBU6	55500	Human	RFU	Protein	20	PASS	0.0402784498169475	0.0381500609886608	0.182292393811399	397.52855	NA
2084	ETNK2	1	204100190	204121307	x0so3255	NA	float	108.6	100875.5	-89	seq.21379.30	Ethanolamine kinase 2	seq.21379.30	21379-30	3	SL021883	Ethanolamine kinase 2	EKI2	Q9NVF9	55224	Human	RFU	Protein	0.5	PASS	0.0566817596008206	0.0482578968764829	0.0948831846768389	281.40265	NA
2085	ETS2	21	40177231	40196879	x0so0761	NA	float	77	60469	-89	seq.12350.86	Protein C-ets-2	seq.12350.86	12350-86	3	SL018899	Protein C-ets-2	ETS2	P15036	2114	Human	RFU	Protein	20	PASS	0.032516266878671	0.0319185891399107	0.147640608082146	182.90715	NA
2086	ETV2	19	36132647	36135773	x0so3870	NA	float	67.8	129466.2	-89	seq.23210.4	ETS translocation variant 2	seq.23210.4	23210-4	3	SL022857	ETS translocation variant 2	ETV2	O00321	2116	Human	RFU	Protein	20	PASS	0.0486608468847056	0.0444552481439994	0.0929863209459638	172.36155	NA
2087	ETV4	17	41605212	41656988	x0so3606	NA	float	164.7	5268.1	-89	seq.22134.1	ETS translocation variant 4	seq.22134.1	22134-1	3	SL007232	ETS translocation variant 4	ETV4	P43268	2118	Human	RFU	Protein	20	PASS	0.0785600745919069	0.0874542880497	0.545836583942723	424.5708	NA
2088	ETV5	3	185764097	185828107	x0so1254	NA	float	147.9	2874.3	-89	seq.13403.5	ETS translocation variant 5	seq.13403.5	13403-5	3	SL013779	ETS translocation variant 5	ETV5	P41161	2119	Human	RFU	Protein	20	PASS	0.0719339692713007	0.0807872532593384	0.35658152233723	362.24595	NA
2089	ETV7	6	36322419	36356164	x0so4345	NA	float	109.5	57013.9	-89	seq.24679.35	Transcription factor ETV7	seq.24679.35	24679-35	3	SL023233	Transcription factor ETV7	ETV7	Q9Y603	51513	Human	RFU	Protein	20	PASS	0.0704234238730736	0.0650898439321436	0.173000396979834	255.145	NA
2090	EVA1B	1	36787632	36789755	x0so6702	NA	float	81.9	22655.1	-89	seq.8062.15	Protein eva-1 homolog B	seq.8062.15	8062-15	3	SL018371	Protein eva-1 homolog B	F176B	Q9NVM1	55194	Human	RFU	Protein	20	PASS	0.0364791540302294	0.0464140178483276	0.155550245307622	187.01585	NA
2091	EVA1C	21	33784314	33887707	x0so6299	NA	float	166.4	123576.7	-89	seq.7008.13	Protein eva-1 homolog C:Cytoplasmic domain	seq.7008.13	7008-13	3	SL025852	Protein eva-1 homolog C:Cytoplasmic domain	F176C:CD	P58658	59271	Human	RFU	Protein	20	PASS	0.0672638551648722	0.0605048353229151	0.203880481728054	372.25235	NA
2092	EVA1C	21	33784314	33887707	x0so7036	NA	float	197	72565.9	-89	seq.8877.22	Protein eva-1 homolog C:Extracellular domain	seq.8877.22	8877-22	3	SL025853	Protein eva-1 homolog C:Extracellular domain	F176C:ECD	P58658	59271	Human	RFU	Protein	20	PASS	0.0494887186544387	0.046735873339701	0.154159943716616	536.44305	NA
2093	EVI2A	17	29644578	29648902	x0so3720	NA	float	10.6	217134.9	-89	seq.22560.1	Protein EVI2A	seq.22560.1	22560-1	3	SL019139	Protein EVI2A	EVI2A	P22794	2123	Human	RFU	Protein	20	FLAG	0.228522765128873	0.244892758671249	0.25219939589445	84.2823	NA
2094	EVL	14	100437786	100610573	x0so0677	NA	float	91.3	53441.2	-89	seq.11656.110	Ena/VASP-like protein	seq.11656.110	11656-110	3	SL007751	Ena/VASP-like protein	EVL	Q9UI08	51466	Human	RFU	Protein	20	FLAG	0.0766439878996853	0.129797755851417	0.526784049221746	293.8122	NA
2095	EVPL	17	74000583	74023533	x0so1546	NA	float	318	23822.2	-89	seq.14019.73	Envoplakin	seq.14019.73	14019-73	3	SL020305	Envoplakin	EVPL	Q92817	2125	Human	RFU	Protein	20	PASS	0.0469878918861725	0.042038247913758	0.125046903360601	668.7007	NA
2096	EWSR1	22	29663998	29696515	x0so1164	NA	float	111.1	45648.3	-89	seq.12988.49	RNA-binding protein EWS	seq.12988.49	12988-49	3	SL007342	RNA-binding protein EWS	EWS	Q01844	2130	Human	RFU	Protein	20	PASS	0.05944466094077	0.0431391833803899	0.197231750538607	293.3971	NA
2097	EXD1	15	41474923	41522941	x0so4084	NA	float	115	109194.9	-89	seq.23591.9	piRNA biogenesis protein EXD1	seq.23591.9	23591-9	3	SL023446	piRNA biogenesis protein EXD1	EXD1	Q8NHP7	161829	Human	RFU	Protein	20	PASS	0.0406409240743004	0.0393044399688551	0.141899667310031	303.36765	NA
2098	EXOC7	17	74077087	74117657	x0so4509	NA	float	44.6	19354	-89	seq.25110.19	Exocyst complex component 7	seq.25110.19	25110-19	3	SL019831	Exocyst complex component 7	EXOC7	Q9UPT5	23265	Human	RFU	Protein	20	PASS	0.0360633707335945	0.0324889349232091	0.0987203610559155	109.478	NA
2099	EXOG	3	38537618	38583652	x0so3607	NA	float	71.4	31237.7	-89	seq.22136.9	Nuclease EXOG, mitochondrial	seq.22136.9	22136-9	3	SL022766	Nuclease EXOG, mitochondrial	EXOG	Q9Y2C4	9941	Human	RFU	Protein	20	PASS	0.0308182635911711	0.0374415247771995	0.107081073865425	149.69205	NA
2100	EXOSC1	10	99195899	99205774	x0so6612	NA	float	189.8	128502.3	-89	seq.7930.3	Exosome complex component CSL4	seq.7930.3	7930-3	3	SL018327	Exosome complex component CSL4	EXOS1	Q9Y3B2	51013	Human	RFU	Protein	20	PASS	0.0345421795676389	0.0367193273480177	0.181874583722691	417.6968	NA
2101	EXOSC3	9	37766975	37801434	x0so0932	NA	float	109.5	121400.5	-89	seq.12605.1	Exosome complex component RRP40	seq.12605.1	12605-1	3	SL005742	Exosome complex component RRP40	Exosome component 3	Q9NQT5	51010	Human	RFU	Protein	20	PASS	0.0372651364168318	0.0297936142802156	0.0521577389757412	249.9472	NA
2102	EXOSC5	19	41892279	41903384	x0so3079	NA	float	122.5	94487.8	-89	seq.20968.22	Exosome complex component RRP46	seq.20968.22	20968-22	3	SL022036	Exosome complex component RRP46	EXOS5	Q9NQT4	56915	Human	RFU	Protein	20	PASS	0.0231039793619731	0.0331635929467029	0.0805728431953039	285.92645	NA
2103	EXOSC8	13	37572953	37583750	x0so2551	NA	float	64.4	92805	-89	seq.18909.11	Exosome complex component RRP43	seq.18909.11	18909-11	3	SL019371	Exosome complex component RRP43	EXOS8	Q96B26	11340	Human	RFU	Protein	20	PASS	0.0325027417037743	0.0336807320562385	0.109741370101965	148.0127	NA
2104	EXTL2	1	101337943	101361554	x0so6168	NA	float	78.8	122331.1	-89	seq.6528.95	Exostosin-like 2	seq.6528.95	6528-95	3	SL008379	Exostosin-like 2	EXTL2	Q9UBQ6	2135	Human	RFU	Protein	20	PASS	0.0772565346014231	0.109747332972709	0.43005515768327	259.8862	NA
2105	EYA2	20	45523263	45817492	x0so3145	NA	float	37.8	10831.5	-89	seq.21152.25	Eyes absent homolog 2	seq.21152.25	21152-25	3	SL022038	Eyes absent homolog 2	EYA2	O00167	2139	Human	RFU	Protein	0.5	PASS	0.0432764867068872	0.0592300503504826	0.173684861210766	107.31385	NA
2106	EYS	6	64429876	66417118	x0so7336	NA	float	53.2	175987.7	-89	seq.9365.91	Protein eyes shut homolog	seq.9365.91	9365-91	3	SL017443	Protein eyes shut homolog	EYS	Q5T1H1	346007	Human	RFU	Protein	20	PASS	0.0561855601482966	0.0423513410125036	0.0896258951258556	145.12465	NA
2107	EZH2	7	148504475	148581413	x0so4404	NA	float	34.2	6582	-89	seq.24914.10	Enhancer of zeste homolog 2	seq.24914.10	24914-10	3	SL003868	Enhancer of zeste homolog 2	EZH2	Q15910	2146	Human	RFU	Protein	20	PASS	0.0564822338663141	0.0660339328649914	0.29473800251684	85.615	NA
2108	EZR	6	159186773	159240444	x0so7475	NA	float	101.6	92714	-89	seq.9753.17	Ezrin	seq.9753.17	9753-17	3	SL003645	Ezrin	Ezrin	P15311	7430	Human	RFU	Protein	0.5	PASS	0.0262309534316062	0.0262891839284195	0.0828150368558763	196.4822	NA
2109	F10	13	113777128	113803843	x0so4934	NA	float	18.1	9353.1	-89	seq.3077.66	Coagulation factor Xa	seq.3077.66	3077-66	2	SL003324	Coagulation factor Xa	Coagulation Factor Xa	P00742	2159	Human	RFU	Protein	0.005	PASS	0.0627732932987299	0.0728995640007446	0.417612777288031	53.18355	NA
2110	F10	13	113777128	113803843	x0so5504	NA	float	48.8	13926	-89	seq.4878.3	Coagulation Factor X	seq.4878.3	4878-3	1	SL000360	Coagulation Factor X	Coagulation Factor X	P00742	2159	Human	RFU	Protein	0.005	PASS	0.0525559742813254	0.063991064720558	0.391588510795764	284.16305	NA
2111	F11	4	187187099	187210835	x0so3491	NA	float	45.2	10901.4	-89	seq.2190.55	Coagulation Factor XI	seq.2190.55	2190-55	1	SL002662	Coagulation Factor XI	Coagulation Factor XI	P03951	2160	Human	RFU	Protein	0.005	PASS	0.0684503124169216	0.061699224681545	0.396983593195458	803.91675	NA
2112	F11R	1	160965001	160991138	x0so2971	NA	float	38.1	73463.2	-89	seq.20511.3	Junctional adhesion molecule A	seq.20511.3	20511-3	3	SL005192	Junctional adhesion molecule A	JAM-A	Q9Y624	50848	Human	RFU	Protein	20	FLAG	0.0782916148094353	0.0803598299071358	0.214899936465127	105.1019	NA
2113	F13B	1	197008321	197036397	x0so5824	NA	float	82.4	82202.2	-89	seq.5658.64	Coagulation factor XIII B chain	seq.5658.64	5658-64	3	SL003991	Coagulation factor XIII B chain	coagulation factor XIII B	P05160	2165	Human	RFU	Protein	0.5	PASS	0.0596920443847029	0.057473226245298	0.300457551761873	159.2388	NA
2114	F2	11	46740730	46761056	x0so5315	NA	float	44.8	16981.2	-89	seq.4157.2	Thrombin	seq.4157.2	4157-2	1	SL000586	Thrombin	Thrombin	P00734	2147	Human	RFU	Protein	0.5	PASS	0.043234571181485	0.0448631488853576	0.178548823038996	104.7867	NA
2115	F2	11	46740730	46761056	x0so5700	NA	float	961.7	373979.7	-89	seq.5316.54	Prothrombin	seq.5316.54	5316-54	3	SL000558	Prothrombin	Prothrombin	P00734	2147	Human	RFU	Protein	0.005	PASS	0.104692068673791	0.0958619494572953	0.81682500071972	7426.8559	NA
2116	F3	1	94994781	95007356	x0so5535	NA	float	123.8	127215.9	-89	seq.4931.59	Tissue Factor	seq.4931.59	4931-59	1	SL000024	Tissue Factor	TF	P13726	2152	Human	RFU	Protein	20	PASS	0.025778884375038	0.0306248175256556	0.10020998461563	263.9168	NA
2117	F5	1	169483404	169555826	x0so5515	NA	float	10.6	43722.7	-89	seq.4906.35	Coagulation Factor V	seq.4906.35	4906-35	1	SL000622	Coagulation Factor V	Coagulation Factor V	P12259	2153	Human	RFU	Protein	0.005	FLAG	0.125510085487451	0.12324869279448	0.396814920126122	246.8209	NA
2118	F7	13	113760105	113774995	x0so4962	NA	float	74	156995.6	-89	seq.3184.25	Coagulation factor VII	seq.3184.25	3184-25	2	SL000358	Coagulation factor VII	Coagulation Factor VII	P08709	2155	Human	RFU	Protein	0.5	PASS	0.0807567629226907	0.0876100075359083	0.328889286809489	208.18755	NA
2119	F8	X	154064063	154255215	x0so1315	NA	float	53.2	58580.1	-89	seq.13499.30	Coagulation Factor VIII	seq.13499.30	13499-30	3	SL000359	Coagulation Factor VIII	Coagulation Factor VIII	P00451	2157	Human	RFU	Protein	0.5	PASS	0.0419718389980082	0.0388428495095652	0.122217109760129	100.0585	NA
2120	F9	X	138612917	138645617	x0so5503	NA	float	75.7	36876.2	-89	seq.4876.32	Coagulation factor IX	seq.4876.32	4876-32	1	SL000357	Coagulation factor IX	Coagulation Factor IX	P00740	2158	Human	RFU	Protein	0.005	PASS	0.032139781228262	0.0312307756821955	0.242137640708545	192.98315	NA
2121	F9	X	138612917	138645617	x0so5697	NA	float	49.9	18378.9	-89	seq.5307.12	Coagulation factor IXab	seq.5307.12	5307-12	3	SL004400	Coagulation factor IXab	Coagulation Factor IXab	P00740	2158	Human	RFU	Protein	0.005	PASS	0.0366721632040388	0.0396162870120906	0.256457318375009	131.6518	NA
2122	FAAH2	X	57313139	57515629	x0so6855	NA	float	121.8	42767.5	-89	seq.8396.42	Fatty-acid amide hydrolase 2	seq.8396.42	8396-42	3	SL018476	Fatty-acid amide hydrolase 2	FAAH2	Q6GMR7	158584	Human	RFU	Protein	20	PASS	0.0283010741508695	0.0246212288727393	0.0760768370729467	260.52005	NA
2123	FABP1	2	88422510	88427635	x0so0613	NA	float	114.9	21045.7	-89	seq.11516.7	Fatty acid-binding protein, liver	seq.11516.7	11516-7	3	SL006131	Fatty acid-binding protein, liver	FABPL	P07148	2168	Human	RFU	Protein	20	PASS	0.0359193405080877	0.0520956093866018	0.221799646898171	286.25255	NA
2124	FABP12	8	82437216	82443613	x0so2535	NA	float	107.1	30723.8	-89	seq.18888.37	Fatty acid-binding protein 12	seq.18888.37	18888-37	3	SL021138	Fatty acid-binding protein 12	FBP12	A6NFH5	646486	Human	RFU	Protein	20	PASS	0.0345160813651399	0.0373827997660708	0.144629950499833	250.70265	NA
2125	FABP2	4	120238405	120243545	x0so1790	NA	float	154.2	17514.5	-89	seq.15385.116	Fatty acid-binding protein, intestinal	seq.15385.116	15385-116	3	SL004848	Fatty acid-binding protein, intestinal	FABP2	P12104	2169	Human	RFU	Protein	20	PASS	0.0370931914450884	0.0458306886966987	0.124081124107151	374.36095	NA
2126	FABP3	1	31838472	31849697	x0so5470	NA	float	174.2	36132.8	-89	seq.4696.2	Fatty acid-binding protein, heart	seq.4696.2	4696-2	2	SL001774	Fatty acid-binding protein, heart	FABP	P05413	2170	Human	RFU	Protein	20	FLAG	0.0658136354096343	0.0959911839127927	0.423120886915535	458.46945	NA
2127	FABP3	1	31838472	31849697	x0so5732	NA	float	62.6	76175.1	-89	seq.5437.63	Fatty acid-binding protein, heart	seq.5437.63	5437-63	3	SL001774	Fatty acid-binding protein, heart	FABP	P05413	2170	Human	RFU	Protein	0.5	PASS	0.0448271420635853	0.0540050183483039	0.126637735824514	129.1519	NA
2128	FABP4	8	82390654	82395498	x0so1791	NA	float	157.6	111100.1	-89	seq.15386.7	Fatty acid-binding protein, adipocyte	seq.15386.7	15386-7	3	SL005086	Fatty acid-binding protein, adipocyte	FABPA	P15090	2167	Human	RFU	Protein	20	PASS	0.0628444538772834	0.0651479716266736	0.144825666117445	421.7706	NA
2129	FABP4	8	82390654	82395498	x0so7537	NA	float	47.3	111891.1	-89	seq.9851.9	Fatty acid-binding protein, adipocyte	seq.9851.9	9851-9	3	SL005086	Fatty acid-binding protein, adipocyte	FABPA	P15090	2167	Human	RFU	Protein	20	FLAG	0.0871435046182918	0.0900607723324299	0.250236976809126	136.2605	NA
2130	FABP5	8	82192598	82197012	x0so5557	NA	float	220.7	118659.4	-89	seq.4985.11	Fatty acid-binding protein, epidermal	seq.4985.11	4985-11	1	SL005352	Fatty acid-binding protein, epidermal	FABPE	Q01469	2171	Human	RFU	Protein	20	PASS	0.0308464525427212	0.0384077393601655	0.101160599640964	517.69765	NA
2131	FABP6	5	159614374	159665742	x0so6123	NA	float	131.2	13306.1	-89	seq.6450.8	Gastrotropin	seq.6450.8	6450-8	3	SL017471	Gastrotropin	FABP6	P51161	2172	Human	RFU	Protein	20	PASS	0.0628969896372972	0.0618810518899346	0.26140581179915	295.7537	NA
2132	FABP9	8	82370576	82373814	x0so2351	NA	float	106.5	60854.2	-89	seq.18194.18	Fatty acid-binding protein 9	seq.18194.18	18194-18	3	SL020932	Fatty acid-binding protein 9	FABP9	Q0Z7S8	646480	Human	RFU	Protein	20	FLAG	0.140391608780938	0.195792185207283	0.605271189237356	347.29135	NA
2133	FADD	11	70049269	70053496	x0so1998	NA	float	70.3	49103.4	-89	seq.16593.3	FAS-associated death domain protein	seq.16593.3	16593-3	3	SL003820	FAS-associated death domain protein	FADD	Q13158	8772	Human	RFU	Protein	0.5	PASS	0.028594007641395	0.0296712958436759	0.106206586170398	145.44425	NA
2134	FAF2	5	175874629	175937075	x0so7465	NA	float	81.2	35055.5	-89	seq.9738.7	FAS-associated factor 2	seq.9738.7	9738-7	3	SL017982	FAS-associated factor 2	FAF2	Q96CS3	23197	Human	RFU	Protein	20	PASS	0.0411791069347821	0.0486839919028534	0.07034382622663	197.8995	NA
2135	FAH	15	80444832	80479288	x0so0574	NA	float	94.5	33626.8	-89	seq.11424.4	Fumarylacetoacetase	seq.11424.4	11424-4	3	SL008049	Fumarylacetoacetase	FAAA	P16930	2184	Human	RFU	Protein	0.5	PASS	0.0274964456075119	0.0296450148697967	0.11096077585389	187.82025	NA
2136	FAHD1	16	1876968	1890208	x0so2301	NA	float	103.6	16832	-89	seq.17819.30	Acylpyruvase FAHD1, mitochondrial	seq.17819.30	17819-30	3	SL020941	Acylpyruvase FAHD1, mitochondrial	FAHD1	Q6P587	81889	Human	RFU	Protein	20	FLAG	0.125589973128744	0.0966687987011851	0.178390455805416	348.9229	NA
2137	FAHD2A	2	96068469	96082364	x0so3999	NA	float	86.9	87679.4	-89	seq.23389.28	Fumarylacetoacetate hydrolase domain-containing protein 2A	seq.23389.28	23389-28	3	SL023551	Fumarylacetoacetate hydrolase domain-containing protein 2A	FAH2A	Q96GK7	51011	Human	RFU	Protein	20	PASS	0.0386990380025319	0.0512614828025745	0.133178423593742	220.8929	NA
2138	FAIM	3	138327448	138352218	x0so0113	NA	float	41.1	175006.4	-89	seq.10420.30	Fas apoptotic inhibitory molecule 1	seq.10420.30	10420-30	3	SL018037	Fas apoptotic inhibitory molecule 1	FAIM1	Q9NVQ4	55179	Human	RFU	Protein	20	FLAG	0.153103009737268	0.187364027295284	0.534978111702901	196.632	NA
2139	FAIM	3	138327448	138352218	x0so1999	NA	float	77.8	73442.2	-89	seq.16594.44	Fas apoptotic inhibitory molecule 1	seq.16594.44	16594-44	3	SL018037	Fas apoptotic inhibitory molecule 1	FAIM1	Q9NVQ4	55179	Human	RFU	Protein	20	PASS	0.054625512684424	0.0563234063344822	0.175600542230711	187.193	NA
2140	FAM102B	1	109102711	109187522	x0so3608	NA	float	95.9	34662.5	-89	seq.22137.3	Protein FAM102B	seq.22137.3	22137-3	3	SL022877	Protein FAM102B	F102B	Q5T8I3	284611	Human	RFU	Protein	20	PASS	0.0323069213692049	0.024941178248709	0.121191786072822	219.01575	NA
2141	FAM107A	3	58549844	58613337	x0so4769	NA	float	32	3224.3	-89	seq.2760.2	Protein FAM107A	seq.2760.2	2760-2	2	SL004752	Protein FAM107A	DRR1	O95990	11170	Human	RFU	Protein	20	PASS	0.0380577584914482	0.0435935392749383	0.30239586151985	95.5085	NA
2142	FAM110A	20	814358	838106	x0so3628	NA	float	63.8	102626.2	-89	seq.22371.46	Protein FAM110A	seq.22371.46	22371-46	3	SL023049	Protein FAM110A	F110A	Q9BQ89	83541	Human	RFU	Protein	20	FLAG	0.27817042763147	0.279547957674577	0.393111098190735	195.7603	NA
2143	FAM110A	20	814358	838106	x0so4168	NA	float	163.1	15943.2	-89	seq.23783.22	Protein FAM110A	seq.23783.22	23783-22	3	SL023049	Protein FAM110A	F110A	Q9BQ89	83541	Human	RFU	Protein	20	FLAG	0.117176055213513	0.176044569118181	0.732212300671589	661.18395	NA
2144	FAM118A	22	45704849	45737836	x0so3973	NA	float	55.4	78005.9	-89	seq.23358.42	Protein FAM118A	seq.23358.42	23358-42	3	SL023320	Protein FAM118A	F118A	Q9NWS6	55007	Human	RFU	Protein	20	PASS	0.038708407467229	0.0350229028361435	0.155914982831953	139.4605	NA
2145	FAM118B	11	126081309	126132881	x0so3968	NA	float	24.7	16064.9	-89	seq.23350.66	Protein FAM118B	seq.23350.66	23350-66	3	SL023316	Protein FAM118B	F118B	Q9BPY3	79607	Human	RFU	Protein	20	PASS	0.0575693776059082	0.0669047357244618	0.131687065891116	69.49655	NA
2146	FAM151A	1	55074855	55089229	x0so6560	NA	float	192.7	52724.7	-89	seq.7856.51	Protein FAM151A	seq.7856.51	7856-51	3	SL018294	Protein FAM151A	F151A	Q8WW52	338094	Human	RFU	Protein	20	PASS	0.0319618250244117	0.03857793377615	0.0671326494741296	427.77615	NA
2147	FAM151B	5	79783788	79838382	x0so4028	NA	float	107.5	115981.1	-89	seq.23518.7	Protein FAM151B	seq.23518.7	23518-7	3	SL023594	Protein FAM151B	F151B	Q6UXP7	167555	Human	RFU	Protein	20	PASS	0.0493419317790729	0.0453776387476963	0.151483495942396	239.6277	NA
2148	FAM160B1	10	116581503	116659591	x0so4487	NA	float	27.3	18394.5	-89	seq.25081.6	Protein FAM160B1	seq.25081.6	25081-6	3	SL023601	Protein FAM160B1	F16B1	Q5W0V3	57700	Human	RFU	Protein	20	FLAG	0.112066871313306	0.111181503523928	0.178291876077272	62.30095	NA
2149	FAM162A	3	122103023	122131181	x0so6170	NA	float	144.5	10644	-89	seq.6531.29	Protein FAM162A	seq.6531.29	6531-29	3	SL015128	Protein FAM162A	F162A	Q96A26	26355	Human	RFU	Protein	20	PASS	0.0398004144350171	0.0540039477080542	0.188816424308746	280.4255	NA
2150	FAM162B	6	117073363	117086886	x0so0423	NA	float	337.7	63713.5	-89	seq.11163.7	Protein FAM162B	seq.11163.7	11163-7	3	SL019316	Protein FAM162B	F162B	Q5T6X4	221303	Human	RFU	Protein	20	PASS	0.0411933743509407	0.0377141699835876	0.192683387396117	760.83185	NA
2151	FAM163B	9	136444079	136451319	x0so0327	NA	float	239.6	10067.1	-89	seq.10880.38	Protein FAM163B	seq.10880.38	10880-38	3	SL018034	Protein FAM163B	F163B	P0C2L3	642968	Human	RFU	Protein	20	PASS	0.0342621115290425	0.0395724585675082	0.212527836161182	668.32745	NA
2152	FAM171A1	10	15253642	15413061	x0so5787	NA	float	21.2	10292.3	-89	seq.5610.32	Protein FAM171A1	seq.5610.32	5610-32	3	SL008349	Protein FAM171A1	CJ038	Q5VUB5	221061	Human	RFU	Protein	20	PASS	0.0353211454179571	0.0371022785015209	0.121437397834748	67.40095	NA
2153	FAM171A2	17	42430583	42441243	x0so1298	NA	float	192.6	7248.5	-89	seq.13479.8	Protein FAM171A2	seq.13479.8	13479-8	3	SL020149	Protein FAM171A2	F1712	A8MVW0	284069	Human	RFU	Protein	0.5	PASS	0.141321754279016	0.0766882884234983	0.265640787257652	364.1602	NA
